Categories,Eligible for Supply Chain Only,Activities,1 oz.,2 oz.,3 oz.,4 oz.,5 oz.,6 oz.,7 oz.,8 oz.,9 oz.,10 oz.,11 oz.,12 oz.,13 oz.,14 oz.,15 oz.,15.99 oz.,1 lb.,2 lb.,3 lb.,4 lb.,5 lb.,6 lb.,7 lb.,8 lb.,9 lb.,10 lb.,11 lb.,12 lb.,13 lb.,14 lb.,15 lb.,16 lb.,17 lb.,18 lb.,19 lb.,20 lb.,21 lb.,22 lb.,23 lb.,24 lb.,25 lb.,26 lb.,27 lb.,28 lb.,29 lb.,30 lb.,31 lb.,32 lb.,33 lb.,34 lb.,35 lb.,36 lb.,37 lb.,38 lb.,39 lb.,40 lb.,41 lb.,42 lb.,43 lb.,44 lb.,45 lb.,46 lb.,47 lb.,48 lb.,49 lb.,50 lb.,51 lb.,52 lb.,53 lb.,54 lb.,55 lb.
Adult,Y,"Receive, check in, inspect (brand new, used), store to a pallet, B2B fulfillment",,,,,,,,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,3.9816875,4.017292708333333,4.052897916666666,4.088503124999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Automotive,,,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,3.9816875,4.017292708333333,4.052897916666666,4.088503124999999,4.1503035937499995,4.2121040625,4.27390453125,4.335705000000001,4.39750546875,4.451580878906251,4.5056562890625,4.55973169921875,4.613807109375,4.6678825195312506,4.7219579296875,4.77603333984375,4.83010875,4.88418416015625,4.9382595703125,4.948774233398438,4.9592888964843755,4.969803559570313,4.980318222656251,4.990832885742189,5.001347548828127,5.011862211914064,5.022376875000002,5.03289153808594,5.0434062011718765,5.0539208642578135,5.064435527343751,5.074950190429689,5.085464853515626,5.095979516601563,5.106494179687501,5.117008842773439,5.127523505859376,5.138038168945313,5.148552832031251,5.159067495117188,5.169582158203125,5.180096821289062,5.190611484375,5.201126147460938,5.211640810546875,5.222155473632812,5.23267013671875,5.243184799804688,5.253699462890625,5.726859301757812,6.200019140624999,6.673178979492186,7.146338818359373,7.619498657226561
Automotive -> Automotive Accessories,Y,"Receive, check in, inspect (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,3.9816875,4.017292708333333,4.052897916666666,4.088503124999999,4.1503035937499995,4.2121040625,4.27390453125,4.335705000000001,4.39750546875,4.451580878906251,4.5056562890625,4.55973169921875,4.613807109375,4.6678825195312506,4.7219579296875,4.77603333984375,4.83010875,4.88418416015625,4.9382595703125,4.948774233398438,4.9592888964843755,4.969803559570313,4.980318222656251,4.990832885742189,5.001347548828127,5.011862211914064,5.022376875000002,5.03289153808594,5.0434062011718765,5.0539208642578135,5.064435527343751,5.074950190429689,5.085464853515626,5.095979516601563,5.106494179687501,5.117008842773439,5.127523505859376,5.138038168945313,5.148552832031251,5.159067495117188,5.169582158203125,5.180096821289062,5.190611484375,5.201126147460938,5.211640810546875,5.222155473632812,5.23267013671875,5.243184799804688,5.253699462890625,5.726859301757812,6.200019140624999,6.673178979492186,7.146338818359373,7.619498657226561
Automotive -> Automotive Parts,Y,"Receive, check in, inspect (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,3.9816875,4.017292708333333,4.052897916666666,4.088503124999999,4.1503035937499995,4.2121040625,4.27390453125,4.335705000000001,4.39750546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Automotive -> Automotive Tools -> Hand,Y,"Receive, check in, inspect (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,3.9816875,4.017292708333333,4.052897916666666,4.088503124999999,4.1503035937499995,4.2121040625,4.27390453125,4.335705000000001,4.39750546875,4.451580878906251,4.5056562890625,4.55973169921875,4.613807109375,4.6678825195312506,4.7219579296875,4.77603333984375,4.83010875,4.88418416015625,4.9382595703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Automotive -> Automotive Tools -> Power,Y,"Receive, check in, inspect (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,,,,,,,,,,3.9816875,3.9816875,4.017292708333333,4.052897916666666,4.088503124999999,4.1503035937499995,4.2121040625,4.27390453125,4.335705000000001,4.39750546875,4.451580878906251,4.5056562890625,4.55973169921875,4.613807109375,4.6678825195312506,4.7219579296875,4.77603333984375,4.83010875,4.88418416015625,4.9382595703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Automotive -> Tires,N,"Receive, check in, inspect (brand new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby,,,,,,,,,,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,3.9816875,4.017292708333333,4.052897916666666,4.088503124999999,4.1503035937499995,4.2121040625,4.27390453125,4.335705000000001,4.39750546875,4.451580878906251,4.5056562890625,4.55973169921875,4.613807109375,4.6678825195312506,4.7219579296875,4.77603333984375,4.83010875,4.88418416015625,4.9382595703125,4.948774233398438,4.9592888964843755,4.969803559570313,4.980318222656251,4.990832885742189,5.001347548828127,5.011862211914064,5.022376875000002,5.03289153808594,5.0434062011718765,5.0539208642578135,5.064435527343751,5.074950190429689,5.085464853515626,5.095979516601563,5.106494179687501,5.117008842773439,5.127523505859376,5.138038168945313,5.148552832031251,5.159067495117188,5.169582158203125,5.180096821289062,5.190611484375,5.201126147460938,5.211640810546875,5.222155473632812,5.23267013671875,5.243184799804688,5.253699462890625,5.726859301757812,6.200019140624999,6.673178979492186,7.146338818359373,7.619498657226561
Baby -> Baby Food & Formula,N,"Receive, check in, inspect (brand new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby -> Baby Monitors,Y,"Receive, check in, inspect (brand new, like new, used), data wipe non-sealed, store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,2.25803125,2.5402851562500004,2.8225390625,3.10479296875,3.3870468750000002,3.6693007812500005,3.9515546875000003,4.23380859375,4.5160625,4.5160625,4.5160625,4.614011458333334,4.711960416666667,4.809909374999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby -> Bedding & Decor,Y,"Receive, check in, inspect with a blacklight and perform sniff test (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,2.25803125,2.5402851562500004,2.8225390625,3.10479296875,3.3870468750000002,3.6693007812500005,3.9515546875000003,4.23380859375,4.5160625,4.5160625,4.5160625,4.614011458333334,4.711960416666667,4.809909374999999,4.97992078125,5.1499321875,5.319943593750001,5.489955,5.659966406250001,5.80872638671875,5.9574863671875,6.10624634765625,6.255006328125,6.40376630859375,6.5525262890625,6.701286269531249,6.850046249999999,6.99880623046875,7.1475662109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby -> Car Seats,Y,"Receive, check in, inspect (brand new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,,,,,,,,,,,,,,4.809909374999999,4.97992078125,5.1499321875,5.319943593750001,5.489955,5.659966406250001,5.80872638671875,5.9574863671875,6.10624634765625,6.255006328125,6.40376630859375,6.5525262890625,6.701286269531249,6.850046249999999,6.99880623046875,7.1475662109375,7.176491762695313,7.2054173144531255,7.234342866210938,7.263268417968751,7.292193969726564,7.321119521484377,7.350045073242189,7.378970625000002,7.407896176757815,7.436821728515627,,,,,,,,,,,,,,,,,,,,,,,,,
Baby -> Diapers & Wipes,Y,"Receive, check in, inspect (brand new, used), store to a shelf/pallet, B2C/B2B fulfillment",2.25803125,2.25803125,2.25803125,2.25803125,2.25803125,2.25803125,2.25803125,2.25803125,2.5402851562500004,2.8225390625,3.10479296875,3.3870468750000002,3.6693007812500005,3.9515546875000003,4.23380859375,4.5160625,4.5160625,4.5160625,4.614011458333334,4.711960416666667,4.809909374999999,4.97992078125,5.1499321875,5.319943593750001,5.489955,5.659966406250001,5.80872638671875,5.9574863671875,6.10624634765625,6.255006328125,6.40376630859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby -> Health & Safety,Y,"Receive, check in, inspect (brand new, used), store to a shelf/pallet, B2C/B2B fulfillment",2.25803125,2.25803125,2.25803125,2.25803125,2.25803125,2.25803125,2.25803125,2.25803125,2.5402851562500004,2.8225390625,3.10479296875,3.3870468750000002,3.6693007812500005,3.9515546875000003,4.23380859375,4.5160625,4.5160625,4.5160625,4.614011458333334,4.711960416666667,4.809909374999999,4.97992078125,5.1499321875,5.319943593750001,5.489955,5.659966406250001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby -> Nursing & Feeding Supplies,Y,"Receive, check in, inspect (brand new, used), store to a shelf/pallet, B2C/B2B fulfillment",2.25803125,2.25803125,2.25803125,2.25803125,2.25803125,2.25803125,2.25803125,2.25803125,2.5402851562500004,2.8225390625,3.10479296875,3.3870468750000002,3.6693007812500005,3.9515546875000003,4.23380859375,4.5160625,4.5160625,4.5160625,4.614011458333334,4.711960416666667,4.809909374999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby -> Strollers,Y,"Receive, check in, inspect (brand new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,,,,,,,,,,,,,,,,,,,5.659966406250001,5.80872638671875,5.9574863671875,6.10624634765625,6.255006328125,6.40376630859375,6.5525262890625,6.701286269531249,6.850046249999999,6.99880623046875,7.1475662109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Baby -> Walkers, Swings & Bouncers",Y,"Receive, check in, inspect (brand new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,,,,,,,,,,,,,,4.809909374999999,4.97992078125,5.1499321875,5.319943593750001,5.489955,5.659966406250001,5.80872638671875,5.9574863671875,6.10624634765625,6.255006328125,6.40376630859375,6.5525262890625,6.701286269531249,6.850046249999999,6.99880623046875,7.1475662109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Books,Y,"Receive, check in, inspect (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,3.9816875,4.017292708333333,4.052897916666666,4.088503124999999,4.1503035937499995,4.2121040625,4.27390453125,4.335705000000001,4.39750546875,4.451580878906251,4.5056562890625,4.55973169921875,4.613807109375,4.6678825195312506,4.7219579296875,4.77603333984375,4.83010875,4.88418416015625,4.9382595703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clothing,,,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,3.9816875,4.017292708333333,4.052897916666666,4.088503124999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Backpacks, Bags, Wallets & Accessories",Y,"Receive, check in, inspect (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,3.9816875,4.017292708333333,4.052897916666666,4.088503124999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Clothing -> Babies",Y,"Receive, check in, inspect with a blacklight and perform sniff test (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,3.9816875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Clothing -> Boys",Y,"Receive, check in, inspect with a blacklight and perform sniff test (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,3.9816875,4.017292708333333,4.052897916666666,4.088503124999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Clothing -> Girls",Y,"Receive, check in, inspect with a blacklight and perform sniff test (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,3.9816875,4.017292708333333,4.052897916666666,4.088503124999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Clothing -> Boys -> Underwear",Y,"Receive, check in, inspect (brand new, used), store to a shelf/pallet, B2C/B2B fulfillment",,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Clothing -> Girls -> Underwear",Y,"Receive, check in, inspect (brand new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Clothing -> Mens -> Dress Shirts",Y,"Receive, check in, inspect with a blacklight and perform sniff test (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,3.9816875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Clothing -> Mens -> Jackets & Outerwear",Y,"Receive, check in, inspect with a blacklight and perform sniff test (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,3.9816875,4.017292708333333,4.052897916666666,4.088503124999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Clothing -> Mens -> Jeans, Pants & Shorts",Y,"Receive, check in, inspect with a blacklight and perform sniff test (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,3.9816875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Clothing -> Mens -> Sleepwear & Robes",Y,"Receive, check in, inspect with a blacklight and perform sniff test (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,3.9816875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Clothing -> Mens -> Suits & Sportcoats",Y,"Receive, check in, inspect with a blacklight and perform sniff test (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,,,,,,,,,,3.9816875,3.9816875,4.017292708333333,4.052897916666666,4.088503124999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Clothing -> Mens -> Swimwear",Y,"Receive, check in, inspect with a blacklight and perform sniff test (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,3.9816875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Clothing -> Mens -> T-Shirts, Polos, Sweaters",Y,"Receive, check in, inspect with a blacklight and perform sniff test (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,3.9816875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Clothing -> Mens -> Underwear & Socks",Y,"Receive, check in, inspect (brand new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Clothing -> Womens -> Dresses & Skirts",Y,"Receive, check in, inspect with a blacklight and perform sniff test (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,3.9816875,4.017292708333333,4.052897916666666,4.088503124999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Clothing -> Womens -> Jackets & Outerwear",Y,"Receive, check in, inspect with a blacklight and perform sniff test (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,3.9816875,4.017292708333333,4.052897916666666,4.088503124999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Clothing -> Womens -> Jeans, Pants, Legging & Shorts",Y,"Receive, check in, inspect with a blacklight and perform sniff test (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,3.9816875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Clothing -> Womens -> Shirts & Blouses",Y,"Receive, check in, inspect with a blacklight and perform sniff test (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Clothing -> Womens -> Swimwear",Y,"Receive, check in, inspect with a blacklight and perform sniff test (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Clothing -> Womens -> T-Shirts, Polos, Sweaters & Cardigans",Y,"Receive, check in, inspect with a blacklight and perform sniff test (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Clothing -> Womens -> Underwear, Intimates, Sleepwear & Socks",Y,"Receive, check in, inspect with a blacklight and perform sniff test (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Shoes -> Babies",Y,"Receive, check in, inspect with a blacklight and perform sniff test (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Shoes -> Boys",Y,"Receive, check in, inspect with a blacklight and perform sniff test (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Shoes -> Girls",Y,"Receive, check in, inspect with a blacklight and perform sniff test (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Shoes -> Mens",Y,"Receive, check in, inspect with a blacklight and perform sniff test (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,3.9816875,4.017292708333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Shoes -> Womens",Y,"Receive, check in, inspect with a blacklight and perform sniff test (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",,,,,,,,1.99084375,2.23969921875,2.4885546875,2.73741015625,2.986265625,3.23512109375,3.4839765625,3.73283203125,3.9816875,3.9816875,3.9816875,4.017292708333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics,,,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.711953125,3.01328125,3.314609375,3.6159375000000002,3.917265625,4.21859375,4.519921875,4.82125,4.82125,4.82125,4.9548041666666665,5.088358333333334,5.2219125,5.453724375,5.68553625,5.917348125,6.14916,6.380971875,6.583807265625,6.786642656250001,6.989478046875001,7.192313437500001,7.395148828125001,7.5979842187500015,7.800819609375001,8.003655,8.206490390625,8.40932578125,8.448765996093751,8.488206210937502,8.527646425781253,8.567086640625003,8.606526855468754,8.645967070312505,8.685407285156256,8.724847500000005,8.764287714843753,8.803727929687504,8.843168144531255,8.882608359375004,8.922048574218753,8.961488789062503,9.000929003906254,9.040369218750003,9.079809433593752,9.119249648437503,9.158689863281253,9.198130078125002,9.237570292968751,9.277010507812502,9.316450722656253,9.355890937500002,9.39533115234375,9.434771367187501,9.474211582031252,9.513651796875001,9.55309201171875,9.5925322265625,11.36734189453125,13.1421515625,14.91696123046875,16.6917708984375,18.46658056640625
Electronics -> Batteries,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameras,,,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.711953125,3.01328125,3.314609375,3.6159375000000002,3.917265625,4.21859375,4.519921875,4.82125,4.82125,4.82125,4.9548041666666665,5.088358333333334,5.2219125,5.453724375,5.68553625,5.917348125,6.14916,6.380971875,6.583807265625,6.786642656250001,6.989478046875001,7.192313437500001,7.395148828125001,7.5979842187500015,7.800819609375001,8.003655,8.206490390625,8.40932578125,8.448765996093751,8.488206210937502,8.527646425781253,8.567086640625003,8.606526855468754,8.645967070312505,8.685407285156256,8.724847500000005,8.764287714843753,8.803727929687504,8.843168144531255,8.882608359375004,8.922048574218753,8.961488789062503,9.000929003906254,9.040369218750003,9.079809433593752,9.119249648437503,9.158689863281253,9.198130078125002,9.237570292968751,9.277010507812502,9.316450722656253,9.355890937500002,9.39533115234375,9.434771367187501,9.474211582031252,9.513651796875001,9.55309201171875,9.5925322265625,11.36734189453125,13.1421515625,14.91696123046875,16.6917708984375,18.46658056640625
Electronics -> Cameras -> Accessories,Y,"Receive, check in, inspect (brand new, like new, used), store to a shelf/pallet, B2C/B2B fulfillment",2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.410625,2.711953125,3.01328125,3.314609375,3.6159375000000002,3.917265625,4.21859375,4.519921875,4.82125,4.82125,4.82125,4.9548041666666665,5.088358333333334,5.2219125,5.453724375,5.68553625,5.917348125,6.14916,6.380971875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
